Freight Flows,Corridor,Lat,Long,Grouping,Daily $M,Daily Tons,AM Peak (7:00-8:59am) $K,AM Peak (7:00-8:59am) Tons,MD 1HR (1:00-1:59pm) $K,MD 1HR (1:00-1:59pm) Tons,PM Peak (4:00-5:59pm) $K,PM Peak (4:00-5:59pm) Tons,Daily $M (2020),Daily Tons (2020),Daily $M (Net Change 2020 to 2045),Daily Tons (Net Change 2020 to 2045),Daily $M (Growth 2020 to 2045),Daily Tons (Growth 2020 to 2045),Daily $M (Decrease 2020 to 2045),Daily Tons (Decrease 2020 to 2045)
NE Cornell Road EB,Beaverton to Hillsboro,45.53770547,-122.904527,Agriculture,0.306,666,71.996,157,18.92,41,12.062,26,0.101,227,0.205,439,0.205,439,0,0
NE Cornell Road EB,Beaverton to Hillsboro,455.3770547,-1229.04527,All Goods,5.989,3247,1168.778,643,376.987,140,33.94,38,2.565,1943,3.424,1304,3.424,1304,0,0
NE Cornell Road EB,Beaverton to Hillsboro,45.53770547,-122.904527,Chemical,0.866,1475,155.341,264,32.315,55,0,0,0.645,1137,0.221,338,0.221,338,0,0
NE Cornell Road EB,Beaverton to Hillsboro,45.53770547,-122.904527,"Coal, Oil, Waste, etc.",0.134,262,6.808,13,0,0,0,0,0.041,78,0.093,184,0.093,184,0,0
NE Cornell Road EB,Beaverton to Hillsboro,45.53770547,-122.904527,Electronics,3.549,126,582.688,21,221.066,8,0,0,1.278,65,2.271,61,2.271,61,0,0
NE Cornell Road EB,Beaverton to Hillsboro,45.53770547,-122.904527,Food,0.142,87,23.729,15,0,0,0,0,0.055,33,0.087,54,0.087,54,0,0
NE Cornell Road EB,Beaverton to Hillsboro,45.53770547,-122.904527,"Gravel, Sand, etc.",0.001,45,0,0,0,0,0,0,0,15,0.001,30,0.001,30,0,0
NE Cornell Road EB,Beaverton to Hillsboro,45.53770547,-122.904527,Machinery,0.617,132,188.325,40,96.654,21,17.588,4,0.219,71,0.398,61,0.398,61,0,0
NE Cornell Road EB,Beaverton to Hillsboro,45.53770547,-122.904527,Misc manufactured,0.128,20,69.116,11,0,0,0,0,0.064,11,0.064,9,0.064,9,0,0
NE Cornell Road EB,Beaverton to Hillsboro,45.53770547,-122.904527,"Motor Vehicles, etc.",0.016,1,6.237,0,0,0,0,0,0,0,0.016,1,0.016,1,0,0
NE Cornell Road EB,Beaverton to Hillsboro,45.53770547,-122.904527,"Wood, Paper, etc.",0.229,433,64.539,122,8.031,15,4.291,8,0.163,306,0.066,127,0.066,127,0,0
NE Cornell Road WB,Beaverton to Hillsboro,45.53847768,-122.9051624,Agriculture,0.001,3,0.174,0,0.056,0,0,0,0.002,5,-0.001,-2,0,0,0.001,2
NE Cornell Road WB,Beaverton to Hillsboro,455.3847768,-1229.051624,All Goods,18.07,4969,5276.632,1401,930.455,275,315.292,80,8.506,4536,9.564,433,9.564,433,0,0
NE Cornell Road WB,Beaverton to Hillsboro,45.53847768,-122.9051624,Chemical,0.766,1303,205.642,350,52.855,90,17.34,30,0.754,1330,0.012,-27,0.012,0,0,27
NE Cornell Road WB,Beaverton to Hillsboro,45.53847768,-122.9051624,"Coal, Oil, Waste, etc.",0.286,561,68.666,135,28.304,55,13.393,26,0.395,742,-0.109,-181,0,0,0.109,181
NE Cornell Road WB,Beaverton to Hillsboro,45.53847768,-122.9051624,Electronics,7.605,270,2054.612,73,510.775,18,231.178,8,1.565,79,6.04,191,6.04,191,0,0
NE Cornell Road WB,Beaverton to Hillsboro,45.53847768,-122.9051624,Food,0.808,495,125.632,77,57.538,35,12.241,8,0.387,234,0.421,261,0.421,261,0,0
NE Cornell Road WB,Beaverton to Hillsboro,45.53847768,-122.9051624,"Gravel, Sand, etc.",0.003,215,0.852,64,0.267,20,0,0,0.003,238,0,-23,0,0,0,23
NE Cornell Road WB,Beaverton to Hillsboro,45.53847768,-122.9051624,Machinery,8.039,1714,2742.486,585,226.656,48,41.14,9,4.771,1542,3.268,172,3.268,172,0,0
NE Cornell Road WB,Beaverton to Hillsboro,45.53847768,-122.9051624,Misc manufactured,0.16,25,17.856,3,0,0,0,0,0.101,18,0.059,7,0.059,7,0,0
NE Cornell Road WB,Beaverton to Hillsboro,45.53847768,-122.9051624,"Motor Vehicles, etc.",0.207,15,0,0,51.771,4,0,0,0.356,23,-0.149,-8,0,0,0.149,8
NE Cornell Road WB,Beaverton to Hillsboro,45.53847768,-122.9051624,"Wood, Paper, etc.",0.195,368,60.713,115,2.233,4,0,0,0.173,325,0.022,43,0.022,43,0,0
NE Evergreen Road EB,Beaverton to Hillsboro,45.54931905,-122.9092502,Agriculture,0.181,394,96.884,211,0,0,6.646,14,0.059,133,0.122,261,0.122,261,0,0
NE Evergreen Road EB,Beaverton to Hillsboro,455.4931905,-1229.092502,All Goods,8.044,1171,1742.331,426,171.967,39,39.058,16,4.043,508,4.001,663,4.001,663,0,0
NE Evergreen Road EB,Beaverton to Hillsboro,45.54931905,-122.9092502,Chemical,0.188,321,33.144,56,17.715,30,0,0,0.083,147,0.105,174,0.105,174,0,0
NE Evergreen Road EB,Beaverton to Hillsboro,45.54931905,-122.9092502,"Coal, Oil, Waste, etc.",0.027,53,6.155,12,0,0,0,0,0,0,0.027,53,0.027,53,0,0
NE Evergreen Road EB,Beaverton to Hillsboro,45.54931905,-122.9092502,Electronics,7.588,269,1565.92,56,143.624,5,32.411,1,3.788,192,3.8,77,3.8,77,0,0
NE Evergreen Road EB,Beaverton to Hillsboro,45.54931905,-122.9092502,Food,0.001,1,0,0,1.029,1,0,0,0.023,14,-0.022,-13,0,0,0.022,13
NE Evergreen Road EB,Beaverton to Hillsboro,45.54931905,-122.9092502,"Gravel, Sand, etc.",0.001,94,0.834,62,0,0,0,0,0,0,0.001,94,0.001,94,0,0
NE Evergreen Road EB,Beaverton to Hillsboro,45.54931905,-122.9092502,Machinery,0.03,6,17.244,4,8.564,2,0,0,0.021,7,0.009,-1,0.009,0,0,1
NE Evergreen Road EB,Beaverton to Hillsboro,45.54931905,-122.9092502,Misc manufactured,0.01,2,9.646,2,0.532,0,0,0,0.067,12,-0.057,-10,0,0,0.057,10
NE Evergreen Road EB,Beaverton to Hillsboro,45.54931905,-122.9092502,"Motor Vehicles, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE Evergreen Road EB,Beaverton to Hillsboro,45.54931905,-122.9092502,"Wood, Paper, etc.",0.017,32,12.504,24,0.502,1,0,0,0.001,3,0.016,29,0.016,29,0,0
NE Evergreen Road WB,Beaverton to Hillsboro,45.55012141,-122.9086534,Agriculture,0.032,69,16.241,35,5.212,11,4.923,11,0,1,0.032,68,0.032,68,0,0
NE Evergreen Road WB,Beaverton to Hillsboro,455.5012141,-1229.086534,All Goods,12.635,5602,2856.933,1500,628.39,416,426.762,189,6.984,3065,5.651,2537,5.651,2537,0,0
NE Evergreen Road WB,Beaverton to Hillsboro,45.55012141,-122.9086534,Chemical,1.686,2869,419.407,714,159.666,272,64.729,110,1.23,2170,0.456,699,0.456,699,0,0
NE Evergreen Road WB,Beaverton to Hillsboro,45.55012141,-122.9086534,"Coal, Oil, Waste, etc.",0.312,611,112.508,221,20.407,40,3.827,8,0.077,144,0.235,467,0.235,467,0,0
NE Evergreen Road WB,Beaverton to Hillsboro,45.55012141,-122.9086534,Electronics,4.055,144,583.235,21,257.074,9,59.467,2,4.052,206,0.003,-62,0.003,0,0,62
NE Evergreen Road WB,Beaverton to Hillsboro,45.55012141,-122.9086534,Food,0.086,53,9.073,6,3.722,2,0,0,0.076,46,0.01,7,0.01,7,0,0
NE Evergreen Road WB,Beaverton to Hillsboro,45.55012141,-122.9086534,"Gravel, Sand, etc.",0.006,456,1.74,130,0.296,22,0.143,11,0,15,0.006,441,0.006,441,0,0
NE Evergreen Road WB,Beaverton to Hillsboro,45.55012141,-122.9086534,Machinery,5.167,1102,1386.996,296,136.806,29,190.131,41,1.373,444,3.794,658,3.794,658,0,0
NE Evergreen Road WB,Beaverton to Hillsboro,45.55012141,-122.9086534,Misc manufactured,0.606,96,112.341,18,3.587,1,0,0,0.156,28,0.45,68,0.45,68,0,0
NE Evergreen Road WB,Beaverton to Hillsboro,45.55012141,-122.9086534,"Motor Vehicles, etc.",0.602,44,190.755,14,26.914,2,103.542,8,0.013,1,0.589,43,0.589,43,0,0
NE Evergreen Road WB,Beaverton to Hillsboro,45.55012141,-122.9086534,"Wood, Paper, etc.",0.084,159,24.638,47,14.704,28,0,0,0.006,11,0.078,148,0.078,148,0,0
NW Cornelius Pass Road NB US 26,Beaverton to Hillsboro,45.55773246,-122.8995678,Agriculture,4.256,9262,1223.713,2663,115.516,251,120.387,262,1.984,4444,2.272,4818,2.272,4818,0,0
NW Cornelius Pass Road NB US 26,Beaverton to Hillsboro,455.5773246,-1228.995678,All Goods,12.284,16935,2920.016,4272,611.503,672,459.778,485,5.949,8955,6.335,7980,6.335,7980,0,0
NW Cornelius Pass Road NB US 26,Beaverton to Hillsboro,45.55773246,-122.8995678,Chemical,1.547,2633,341.79,582,81.54,139,21.659,37,1.148,2024,0.399,609,0.399,609,0,0
NW Cornelius Pass Road NB US 26,Beaverton to Hillsboro,45.55773246,-122.8995678,"Coal, Oil, Waste, etc.",2.072,4061,421.366,826,128.192,251,87.364,171,0.879,1653,1.193,2408,1.193,2408,0,0
NW Cornelius Pass Road NB US 26,Beaverton to Hillsboro,45.55773246,-122.8995678,Electronics,2.187,78,470.32,17,231.008,8,211.378,8,0.668,34,1.519,44,1.519,44,0,0
NW Cornelius Pass Road NB US 26,Beaverton to Hillsboro,45.55773246,-122.8995678,Food,0.406,249,138.674,85,5.107,3,0,0,0.232,140,0.174,109,0.174,109,0,0
NW Cornelius Pass Road NB US 26,Beaverton to Hillsboro,45.55773246,-122.8995678,"Gravel, Sand, etc.",0.001,95,0.046,3,0.084,6,0,0,0.001,98,0,-3,0,0,0,3
NW Cornelius Pass Road NB US 26,Beaverton to Hillsboro,45.55773246,-122.8995678,Machinery,0.856,182,86.599,18,48.775,10,0,0,0.67,217,0.186,-35,0.186,0,0,35
NW Cornelius Pass Road NB US 26,Beaverton to Hillsboro,45.55773246,-122.8995678,Misc manufactured,0.435,69,173.918,28,0,0,0,0,0.196,35,0.239,34,0.239,34,0,0
NW Cornelius Pass Road NB US 26,Beaverton to Hillsboro,45.55773246,-122.8995678,"Motor Vehicles, etc.",0.377,27,38.661,3,0,0,15.93,1,0.006,0,0.371,27,0.371,27,0,0
NW Cornelius Pass Road NB US 26,Beaverton to Hillsboro,45.55773246,-122.8995678,"Wood, Paper, etc.",0.148,280,24.928,47,1.282,2,3.06,6,0.165,310,-0.017,-30,0,0,0.017,30
NW Cornelius Pass Road SB US 26,Beaverton to Hillsboro,45.55834005,-122.900362,Agriculture,0.438,954,111.556,243,65.081,142,6.445,14,0.214,479,0.224,475,0.224,475,0,0
NW Cornelius Pass Road SB US 26,Beaverton to Hillsboro,455.5834005,-1229.00362,All Goods,19.605,11614,4857.779,2823,1116.814,913,602.498,413,9.565,8586,10.04,3028,10.04,3028,0,0
NW Cornelius Pass Road SB US 26,Beaverton to Hillsboro,45.55834005,-122.900362,Chemical,2.938,5000,695.047,1183,292.757,498,96.972,165,2.46,4339,0.478,661,0.478,661,0,0
NW Cornelius Pass Road SB US 26,Beaverton to Hillsboro,45.55834005,-122.900362,"Coal, Oil, Waste, etc.",0.64,1254,177.256,347,40.113,79,16.91,33,0.676,1270,-0.036,-16,0,0,0.036,16
NW Cornelius Pass Road SB US 26,Beaverton to Hillsboro,45.55834005,-122.900362,Electronics,2.752,98,1030.41,37,202.974,7,3.1,0,0.943,48,1.809,50,1.809,50,0,0
NW Cornelius Pass Road SB US 26,Beaverton to Hillsboro,45.55834005,-122.900362,Food,0.91,558,194.654,119,61.641,38,30.602,19,0.674,407,0.236,151,0.236,151,0,0
NW Cornelius Pass Road SB US 26,Beaverton to Hillsboro,45.55834005,-122.900362,"Gravel, Sand, etc.",0.016,1180,4.249,318,0.48,36,0.597,45,0.01,738,0.006,442,0.006,442,0,0
NW Cornelius Pass Road SB US 26,Beaverton to Hillsboro,45.55834005,-122.900362,Machinery,8.058,1718,1910.054,407,258.15,55,260.457,56,2.549,824,5.509,894,5.509,894,0,0
NW Cornelius Pass Road SB US 26,Beaverton to Hillsboro,45.55834005,-122.900362,Misc manufactured,0.703,112,71.585,11,3.587,1,21.195,3,0.644,115,0.059,-3,0.059,0,0,3
NW Cornelius Pass Road SB US 26,Beaverton to Hillsboro,45.55834005,-122.900362,"Motor Vehicles, etc.",2.868,208,602.8,44,167.732,12,129.428,9,1.243,81,1.625,127,1.625,127,0,0
NW Cornelius Pass Road SB US 26,Beaverton to Hillsboro,45.55834005,-122.900362,"Wood, Paper, etc.",0.282,532,60.167,114,24.3,46,36.794,69,0.152,285,0.13,247,0.13,247,0,0
US-26 EB Cedar Hills,Beaverton to Hillsboro,45.517317,-122.805484,Agriculture,3.094,6734,835.712,1819,124.957,272,72.434,158,1.282,2872,1.812,3862,1.812,3862,0,0
US-26 EB Cedar Hills,Beaverton to Hillsboro,455.17317,-1228.05484,All Goods,41.26,23876,9457.98,5938,1298.189,1069,771.549,752,20.834,17159,20.426,6717,20.426,6717,0,0
US-26 EB Cedar Hills,Beaverton to Hillsboro,45.517317,-122.805484,Chemical,0.645,1098,135.476,231,38.043,65,0.351,1,0.255,450,0.39,648,0.39,648,0,0
US-26 EB Cedar Hills,Beaverton to Hillsboro,45.517317,-122.805484,"Coal, Oil, Waste, etc.",4.064,7965,997.917,1956,195.315,383,153.929,302,4.209,7912,-0.145,53,0,53,0.145,0
US-26 EB Cedar Hills,Beaverton to Hillsboro,45.517317,-122.805484,Electronics,23.084,819,4510.848,160,629.377,22,372.377,13,8.654,439,14.43,380,14.43,380,0,0
US-26 EB Cedar Hills,Beaverton to Hillsboro,45.517317,-122.805484,Food,1.389,851,318.85,195,77.702,48,14.913,9,0.9,543,0.489,308,0.489,308,0,0
US-26 EB Cedar Hills,Beaverton to Hillsboro,45.517317,-122.805484,"Gravel, Sand, etc.",0.025,1860,5.574,417,1.149,86,0.425,32,0.019,1374,0.006,486,0.006,486,0,0
US-26 EB Cedar Hills,Beaverton to Hillsboro,45.517317,-122.805484,Machinery,2.793,595,843.506,180,106.192,23,35.169,7,1.253,405,1.54,190,1.54,190,0,0
US-26 EB Cedar Hills,Beaverton to Hillsboro,45.517317,-122.805484,Misc manufactured,1.474,234,538.824,86,0,0,0,0,1.009,181,0.465,53,0.465,53,0,0
US-26 EB Cedar Hills,Beaverton to Hillsboro,45.517317,-122.805484,"Motor Vehicles, etc.",2.83,205,828.997,60,36.434,3,0,0,1.726,112,1.104,93,1.104,93,0,0
US-26 EB Cedar Hills,Beaverton to Hillsboro,45.517317,-122.805484,"Wood, Paper, etc.",1.861,3514,442.276,835,89.019,168,121.951,230,1.527,2871,0.334,643,0.334,643,0,0
US-26 EB Helvetia,Beaverton to Hillsboro,45.558101,-122.914773,Agriculture,4.588,9986,1238.595,2696,178.778,389,143.329,312,2.212,4954,2.376,5032,2.376,5032,0,0
US-26 EB Helvetia,Beaverton to Hillsboro,455.58101,-1229.14773,All Goods,16.711,16521,3005.737,3880,402.443,721,465.599,481,8.472,10045,8.239,6476,8.239,6476,0,0
US-26 EB Helvetia,Beaverton to Hillsboro,45.558101,-122.914773,Chemical,0.981,1670,236.636,403,52.082,89,21.634,37,0.697,1228,0.284,442,0.284,442,0,0
US-26 EB Helvetia,Beaverton to Hillsboro,45.558101,-122.914773,"Coal, Oil, Waste, etc.",0.485,950,70.172,138,24.973,49,10.82,21,0.359,674,0.126,276,0.126,276,0,0
US-26 EB Helvetia,Beaverton to Hillsboro,45.558101,-122.914773,Electronics,5.797,206,424.844,15,12.33,0,223.356,8,1.929,98,3.868,108,3.868,108,0,0
US-26 EB Helvetia,Beaverton to Hillsboro,45.558101,-122.914773,Food,1.097,672,211.234,129,73.444,45,1.883,1,0.758,458,0.339,214,0.339,214,0,0
US-26 EB Helvetia,Beaverton to Hillsboro,45.558101,-122.914773,"Gravel, Sand, etc.",0.014,1058,1.899,142,1.233,92,0.139,10,0.01,707,0.004,351,0.004,351,0,0
US-26 EB Helvetia,Beaverton to Hillsboro,45.558101,-122.914773,Machinery,1.016,217,238.775,51,33.396,7,0.547,0,0.806,261,0.21,-44,0.21,0,0,44
US-26 EB Helvetia,Beaverton to Hillsboro,45.558101,-122.914773,Misc manufactured,1.554,247,416.437,66,0,0,0,0,0.77,138,0.784,109,0.784,109,0,0
US-26 EB Helvetia,Beaverton to Hillsboro,45.558101,-122.914773,"Motor Vehicles, etc.",0.39,28,41.551,3,0,0,15.93,1,0.124,8,0.266,20,0.266,20,0,0
US-26 EB Helvetia,Beaverton to Hillsboro,45.558101,-122.914773,"Wood, Paper, etc.",0.788,1487,125.593,237,26.206,49,47.962,91,0.809,1520,-0.021,-33,0,0,0.021,33
US-26 WB Cedar Hills,Beaverton to Hillsboro,45.519151,-122.805012,Agriculture,0.303,660,70.636,154,22.517,49,4.929,11,0.167,375,0.136,285,0.136,285,0,0
US-26 WB Cedar Hills,Beaverton to Hillsboro,455.19151,-1228.05012,All Goods,28.987,14614,5499.632,2986,2234.848,885,717.586,330,18.181,11229,10.806,3385,10.806,3385,0,0
US-26 WB Cedar Hills,Beaverton to Hillsboro,45.519151,-122.805012,Chemical,0.977,1663,258.949,441,26.412,45,17.861,30,0.71,1253,0.267,410,0.267,410,0,0
US-26 WB Cedar Hills,Beaverton to Hillsboro,45.519151,-122.805012,"Coal, Oil, Waste, etc.",1.365,2676,286.981,562,103.715,203,49.889,98,1.583,2976,-0.218,-300,0,0,0.218,300
US-26 WB Cedar Hills,Beaverton to Hillsboro,45.519151,-122.805012,Electronics,11.414,405,1854.911,66,1524.75,54,312.503,11,7.689,390,3.725,15,3.725,15,0,0
US-26 WB Cedar Hills,Beaverton to Hillsboro,45.519151,-122.805012,Food,2.77,1697,519.771,318,164.691,101,41.292,25,1.899,1147,0.871,550,0.871,550,0,0
US-26 WB Cedar Hills,Beaverton to Hillsboro,45.519151,-122.805012,"Gravel, Sand, etc.",0.034,2551,6.59,493,2.53,189,0,0,0.02,1450,0.014,1101,0.014,1101,0,0
US-26 WB Cedar Hills,Beaverton to Hillsboro,45.519151,-122.805012,Machinery,6.167,1315,1554.884,332,200.421,43,235.574,50,3.531,1142,2.636,173,2.636,173,0,0
US-26 WB Cedar Hills,Beaverton to Hillsboro,45.519151,-122.805012,Misc manufactured,0.831,132,93.471,15,0,0,0,0,0.623,112,0.208,20,0.208,20,0,0
US-26 WB Cedar Hills,Beaverton to Hillsboro,45.519151,-122.805012,"Motor Vehicles, etc.",3.394,246,554.061,40,86.72,6,0,0,0.714,46,2.68,200,2.68,200,0,0
US-26 WB Cedar Hills,Beaverton to Hillsboro,45.519151,-122.805012,"Wood, Paper, etc.",1.732,3269,299.378,565,103.093,195,55.538,105,1.244,2339,0.488,930,0.488,930,0,0
US-26 WB Helvetia,Beaverton to Hillsboro,45.560686,-122.913143,Agriculture,0.487,1061,118.994,259,40.118,87,4.595,10,0.352,788,0.135,273,0.135,273,0,0
US-26 WB Helvetia,Beaverton to Hillsboro,455.60686,-1229.13143,All Goods,17.699,9926,3172.387,2102,1270.238,713,419.958,207,7.069,6499,10.63,3427,10.63,3427,0,0
US-26 WB Helvetia,Beaverton to Hillsboro,45.560686,-122.913143,Chemical,1.089,1854,270.778,461,90.102,153,16.677,28,0.726,1281,0.363,573,0.363,573,0,0
US-26 WB Helvetia,Beaverton to Hillsboro,45.560686,-122.913143,"Coal, Oil, Waste, etc.",0.939,1840,209.739,411,69.557,136,35.558,70,0.637,1198,0.302,642,0.302,642,0,0
US-26 WB Helvetia,Beaverton to Hillsboro,45.560686,-122.913143,Electronics,5.899,209,829.568,29,706.002,25,195.541,7,1.559,79,4.34,130,4.34,130,0,0
US-26 WB Helvetia,Beaverton to Hillsboro,45.560686,-122.913143,Food,1.147,703,304.936,187,90.886,56,33.131,20,0.856,517,0.291,186,0.291,186,0,0
US-26 WB Helvetia,Beaverton to Hillsboro,45.560686,-122.913143,"Gravel, Sand, etc.",0.018,1353,3.417,256,1.146,86,0.167,12,0.01,754,0.008,599,0.008,599,0,0
US-26 WB Helvetia,Beaverton to Hillsboro,45.560686,-122.913143,Machinery,3.443,734,705.794,150,125.82,27,87.939,19,1.11,359,2.333,375,2.333,375,0,0
US-26 WB Helvetia,Beaverton to Hillsboro,45.560686,-122.913143,Misc manufactured,0.487,77,8.654,1,0,0,0,0,0.533,96,-0.046,-19,0,0,0.046,19
US-26 WB Helvetia,Beaverton to Hillsboro,45.560686,-122.913143,"Motor Vehicles, etc.",3.202,232,558.047,40,73.674,5,25.886,2,0.544,35,2.658,197,2.658,197,0,0
US-26 WB Helvetia,Beaverton to Hillsboro,45.560686,-122.913143,"Wood, Paper, etc.",0.987,1863,162.461,307,72.933,138,20.463,39,0.741,1393,0.246,470,0.246,470,0,0
Col Blvd EB OR 99E,Columbia Corridor,45.580013,-122.657508,Agriculture,0.26,566,37.167,81,6.701,15,2.345,5,0.124,278,0.136,288,0.136,288,0,0
Col Blvd EB OR 99E,Columbia Corridor,455.80013,-1226.57508,All Goods,27.532,14968,5474.487,3225,1768.773,889,460.391,197,13.599,9852,13.933,5116,13.933,5116,0,0
Col Blvd EB OR 99E,Columbia Corridor,45.580013,-122.657508,Chemical,1.812,3084,529.454,901,135.119,230,21.856,37,0.83,1464,0.982,1620,0.982,1620,0,0
Col Blvd EB OR 99E,Columbia Corridor,45.580013,-122.657508,"Coal, Oil, Waste, etc.",2.189,4291,410.01,804,108.605,213,30.772,60,2.188,4112,0.001,179,0.001,179,0,0
Col Blvd EB OR 99E,Columbia Corridor,45.580013,-122.657508,Electronics,5.654,201,615.57,22,304.392,11,1.057,0,1.837,93,3.817,108,3.817,108,0,0
Col Blvd EB OR 99E,Columbia Corridor,45.580013,-122.657508,Food,3.024,1853,480.498,294,150.979,93,64.529,40,1.371,828,1.653,1025,1.653,1025,0,0
Col Blvd EB OR 99E,Columbia Corridor,45.580013,-122.657508,"Gravel, Sand, etc.",0.022,1626,4.323,323,1.556,116,0.301,22,0.012,845,0.01,781,0.01,781,0,0
Col Blvd EB OR 99E,Columbia Corridor,45.580013,-122.657508,Machinery,8.468,1805,1906.428,406,771.964,165,0,0,3.861,1248,4.607,557,4.607,557,0,0
Col Blvd EB OR 99E,Columbia Corridor,45.580013,-122.657508,Misc manufactured,0.645,103,144.987,23,7.667,1,0,0,0.557,100,0.088,3,0.088,3,0,0
Col Blvd EB OR 99E,Columbia Corridor,45.580013,-122.657508,"Motor Vehicles, etc.",4.882,354,1195.748,87,267.812,19,335.553,24,2.434,158,2.448,196,2.448,196,0,0
Col Blvd EB OR 99E,Columbia Corridor,45.580013,-122.657508,"Wood, Paper, etc.",0.575,1086,150.302,284,13.978,26,3.977,8,0.386,725,0.189,361,0.189,361,0,0
Col Blvd WB OR 99E,Columbia Corridor,45.580013,-122.657508,Agriculture,1.725,3754,341.267,743,126.136,275,63.297,138,0.487,1091,1.238,2663,1.238,2663,0,0
Col Blvd WB OR 99E,Columbia Corridor,455.80013,-1226.57508,All Goods,27.677,13129,5091.954,2514,1443.919,931,874.742,415,11.938,7067,15.739,6062,15.739,6062,0,0
Col Blvd WB OR 99E,Columbia Corridor,45.580013,-122.657508,Chemical,0.984,1675,219.934,374,64.494,110,13.384,23,0.588,1036,0.396,639,0.396,639,0,0
Col Blvd WB OR 99E,Columbia Corridor,45.580013,-122.657508,"Coal, Oil, Waste, etc.",0.875,1715,170.458,334,87.841,172,29.582,58,0.875,1645,0,70,0,70,0,0
Col Blvd WB OR 99E,Columbia Corridor,45.580013,-122.657508,Electronics,4.239,150,514.237,18,84.81,3,35.004,1,1.745,89,2.494,61,2.494,61,0,0
Col Blvd WB OR 99E,Columbia Corridor,45.580013,-122.657508,Food,4.692,2875,751.109,460,313.515,192,129.858,80,2.47,1492,2.222,1383,2.222,1383,0,0
Col Blvd WB OR 99E,Columbia Corridor,45.580013,-122.657508,"Gravel, Sand, etc.",0.003,252,0.908,68,0.227,17,0.172,13,0.005,335,-0.002,-83,0,0,0.002,83
Col Blvd WB OR 99E,Columbia Corridor,45.580013,-122.657508,Machinery,3.125,666,663.439,141,271.542,58,163.944,35,1.546,500,1.579,166,1.579,166,0,0
Col Blvd WB OR 99E,Columbia Corridor,45.580013,-122.657508,Misc manufactured,1.825,290,500.571,80,117.672,19,14.266,2,0.755,135,1.07,155,1.07,155,0,0
Col Blvd WB OR 99E,Columbia Corridor,45.580013,-122.657508,"Motor Vehicles, etc.",9.652,699,1844.319,134,345.315,25,405.906,29,3.181,206,6.471,493,6.471,493,0,0
Col Blvd WB OR 99E,Columbia Corridor,45.580013,-122.657508,"Wood, Paper, etc.",0.557,1052,85.712,162,32.368,61,19.329,36,0.286,537,0.271,515,0.271,515,0,0
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,Agriculture,0.252,548,46.326,101,6.582,14,1.915,4,0.189,424,0.063,124,0.063,124,0,0
Killingsworth St EB,Columbia Corridor,455.62153,-1225.67513,All Goods,27.903,13501,4123.581,2244,1718.27,867,801.255,183,13.858,10017,14.045,3484,14.045,3484,0,0
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,Chemical,1.748,2974,507.777,864,125.419,213,20.281,35,0.778,1371,0.97,1603,0.97,1603,0,0
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,"Coal, Oil, Waste, etc.",1.816,3558,127.329,250,128.997,253,17.858,35,1.93,3628,-0.114,-70,0,0,0.114,70
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,Electronics,7.302,259,647.536,23,276.728,10,211.026,7,1.773,90,5.529,169,5.529,169,0,0
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,Food,2.957,1812,454.069,278,154.969,95,39.829,24,2.264,1368,0.693,444,0.693,444,0,0
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,"Gravel, Sand, etc.",0.013,965,1.681,126,0.961,72,0,0,0.012,841,0.001,124,0.001,124,0,0
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,Machinery,7.701,1642,1328.425,283,698.71,149,99.695,21,3.751,1213,3.95,429,3.95,429,0,0
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,Misc manufactured,1.075,171,35.75,6,57.413,9,0,0,0.41,74,0.665,97,0.665,97,0,0
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,"Motor Vehicles, etc.",4.376,317,841.102,61,250.943,18,396.047,29,2.294,149,2.082,168,2.082,168,0,0
Killingsworth St EB,Columbia Corridor,45.562153,-122.567513,"Wood, Paper, etc.",0.664,1254,133.585,252,17.549,33,14.605,28,0.458,860,0.206,394,0.206,394,0,0
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,Agriculture,1.958,4260,443.258,965,125.558,273,66.743,145,0.569,1274,1.389,2986,1.389,2986,0,0
Killingsworth St WB,Columbia Corridor,455.62153,-1225.67513,All Goods,30.84,15146,5858.557,3279,1782.8,909,657.146,397,13.49,8344,17.35,6802,17.35,6802,0,0
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,Chemical,1.086,1848,258.208,439,61.465,105,17.785,30,0.585,1032,0.501,816,0.501,816,0,0
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,"Coal, Oil, Waste, etc.",1.104,2165,256.556,503,65.736,129,37.979,74,0.874,1643,0.23,522,0.23,522,0,0
Killingsworth St WB,Columbia Corridor,45.562153,-122.567513,Electronics,9.213,327,930.548,33,735.624,26,25.64,1,2.449,124,6.764,203,6.764,203,0,0
