Freight Flows,Corridor,Lat,Long,Grouping,Daily $M,Daily Tons,AM Peak (7:00-8:59am) $K,AM Peak (7:00-8:59am) Tons,MD 1HR (1:00-1:59pm) $K,MD 1HR (1:00-1:59pm) Tons,PM Peak (4:00-5:59pm) $K,PM Peak (4:00-5:59pm) Tons
OR 212 EB 122nd Ave.,Clackamas to Damascus,45.40734718,-122.5487965,Chemical,0.036,64,22.61,40,0,0,0,0
OR 212 EB 122nd Ave.,Clackamas to Damascus,45.40734718,-122.5487965,"Coal, Oil, Waste, etc.",0.25,470,89.136,168,4.851,9,0,0
OR 212 EB 122nd Ave.,Clackamas to Damascus,45.40734718,-122.5487965,Electronics,0.989,50,440.492,22,0,0,19.223,1
OR 212 EB 122nd Ave.,Clackamas to Damascus,45.40734718,-122.5487965,Food,0.413,249,189.714,115,0.554,0,0,0
OR 212 EB 122nd Ave.,Clackamas to Damascus,45.40734718,-122.5487965,"Gravel, Sand, etc.",0.004,316,2.006,147,0.161,12,0,0
OR 212 EB 122nd Ave.,Clackamas to Damascus,45.40734718,-122.5487965,Machinery,0.159,51,116.061,38,1.502,0,0,0
OR 212 EB 122nd Ave.,Clackamas to Damascus,45.40734718,-122.5487965,Misc manufactured,0.321,57,158.163,28,0,0,0,0
OR 212 EB 122nd Ave.,Clackamas to Damascus,45.40734718,-122.5487965,"Motor Vehicles, etc.",0.047,3,47.269,3,0,0,0,0
OR 212 EB 122nd Ave.,Clackamas to Damascus,45.40734718,-122.5487965,"Wood, Paper, etc.",0.346,651,150.027,282,4.415,8,8.397,16
OR 212 EB OR 224,Clackamas to Damascus,45.40981063,-122.5210803,Agriculture,0.363,813,97.317,218,0.206,0,17.784,40
OR 212 EB OR 224,Clackamas to Damascus,454.0981063,-1225.210803,All Goods,4.403,4221,1898.704,1458,68.31,94,101.044,133
OR 212 EB OR 224,Clackamas to Damascus,45.40981063,-122.5210803,Chemical,0.072,127,32.247,57,4.253,8,0,0
OR 212 EB OR 224,Clackamas to Damascus,45.40981063,-122.5210803,"Coal, Oil, Waste, etc.",0.507,953,169.975,320,8.84,17,4.525,9
OR 212 EB OR 224,Clackamas to Damascus,45.40981063,-122.5210803,Electronics,1.117,57,510.25,26,0,0,21.904,1
OR 212 EB OR 224,Clackamas to Damascus,45.40981063,-122.5210803,Food,0.649,392,250.356,151,25.384,15,12.415,8
OR 212 EB OR 224,Clackamas to Damascus,45.40981063,-122.5210803,"Gravel, Sand, etc.",0.01,731,3.215,235,0.52,38,0.666,49
OR 212 EB OR 224,Clackamas to Damascus,45.40981063,-122.5210803,Machinery,0.423,137,220.368,71,24.702,8,35.332,11
OR 212 EB OR 224,Clackamas to Damascus,45.40981063,-122.5210803,Misc manufactured,0.6,108,270.132,48,0,0,0,0
OR 212 EB OR 224,Clackamas to Damascus,45.40981063,-122.5210803,"Motor Vehicles, etc.",0.188,12,174.181,11,0,0,0,0
OR 212 EB OR 224,Clackamas to Damascus,45.40981063,-122.5210803,"Wood, Paper, etc.",0.475,892,170.663,321,4.404,8,8.417,16
OR 212 WB 122nd Ave.,Clackamas to Damascus,45.40834716,-122.548803,Agriculture,0.152,341,45.039,101,0.684,2,8.483,19
OR 212 WB 122nd Ave.,Clackamas to Damascus,454.0834716,-1225.48803,All Goods,3.237,3534,972.6,921,88.376,186,52.123,98
OR 212 WB 122nd Ave.,Clackamas to Damascus,45.40834716,-122.548803,Chemical,0.039,69,11.545,20,0,0,0,0
OR 212 WB 122nd Ave.,Clackamas to Damascus,45.40834716,-122.548803,"Coal, Oil, Waste, etc.",0.29,545,79.292,149,24.03,45,3.99,8
OR 212 WB 122nd Ave.,Clackamas to Damascus,45.40834716,-122.548803,Electronics,1.016,52,345.614,18,29.574,2,0,0
OR 212 WB 122nd Ave.,Clackamas to Damascus,45.40834716,-122.548803,Food,0.267,161,72.295,44,0,0,23.34,14
OR 212 WB 122nd Ave.,Clackamas to Damascus,45.40834716,-122.548803,"Gravel, Sand, etc.",0.019,1372,4.913,359,1.191,87,0.431,32
OR 212 WB 122nd Ave.,Clackamas to Damascus,45.40834716,-122.548803,Machinery,0.219,71,111.056,36,0.028,0,0.009,0
OR 212 WB 122nd Ave.,Clackamas to Damascus,45.40834716,-122.548803,Misc manufactured,0.482,86,127.585,23,6.786,1,2.262,0
OR 212 WB 122nd Ave.,Clackamas to Damascus,45.40834716,-122.548803,"Motor Vehicles, etc.",0.319,21,87.244,6,0,0,0,0
OR 212 WB 122nd Ave.,Clackamas to Damascus,45.40834716,-122.548803,"Wood, Paper, etc.",0.435,817,88.016,165,26.082,49,13.607,26
OR 212 WB OR 224,Clackamas to Damascus,45.41080965,-122.521036,Agriculture,0.415,929,106.19,238,17.427,39,18.528,42
OR 212 WB OR 224,Clackamas to Damascus,454.1080965,-1225.21036,All Goods,3.877,3261,1220.303,898,107.968,136,62.585,106
OR 212 WB OR 224,Clackamas to Damascus,45.41080965,-122.521036,Chemical,0.053,94,14.021,25,1.209,2,0,0
OR 212 WB OR 224,Clackamas to Damascus,45.41080965,-122.521036,"Coal, Oil, Waste, etc.",0.21,395,67.534,127,3.99,8,3.99,8
OR 212 WB OR 224,Clackamas to Damascus,45.41080965,-122.521036,Electronics,1.245,63,428.298,22,27.602,1,0.493,0
OR 212 WB OR 224,Clackamas to Damascus,45.41080965,-122.521036,Food,0.277,167,135.121,82,12.415,8,23.34,14
OR 212 WB OR 224,Clackamas to Damascus,45.41080965,-122.521036,"Gravel, Sand, etc.",0.009,629,2.394,175,0.41,30,0.171,12
OR 212 WB OR 224,Clackamas to Damascus,45.41080965,-122.521036,Machinery,0.461,149,176.165,57,23.2,8,0,0
OR 212 WB OR 224,Clackamas to Damascus,45.41080965,-122.521036,Misc manufactured,0.257,46,126.38,23,0,0,0,0
OR 212 WB OR 224,Clackamas to Damascus,45.41080965,-122.521036,"Motor Vehicles, etc.",0.55,36,87.244,6,0,0,0,0
OR 212 WB OR 224,Clackamas to Damascus,45.41080965,-122.521036,"Wood, Paper, etc.",0.401,753,76.957,145,21.715,41,16.063,30
OR 224 NB OR 212,Clackamas to Damascus,45.40473046,-122.5009134,Agriculture,0.262,586,58.597,131,16.742,38,10.045,22
OR 224 NB OR 212,Clackamas to Damascus,454.0473046,-1225.009134,All Goods,0.511,923,166.407,219,41.151,47,14.527,30
OR 224 NB OR 212,Clackamas to Damascus,45.40473046,-122.5009134,Chemical,0.011,20,0.532,1,1.209,2,0,0
OR 224 NB OR 212,Clackamas to Damascus,45.40473046,-122.5009134,"Coal, Oil, Waste, etc.",0,0,0,0,0,0,0,0
OR 224 NB OR 212,Clackamas to Damascus,45.40473046,-122.5009134,Electronics,0.061,3,57.304,3,0,0,0.493,0
OR 224 NB OR 212,Clackamas to Damascus,45.40473046,-122.5009134,Food,0.004,2,0,0,0,0,0,0
OR 224 NB OR 212,Clackamas to Damascus,45.40473046,-122.5009134,"Gravel, Sand, etc.",0.003,240,0.905,66,0,0,0,0
OR 224 NB OR 212,Clackamas to Damascus,45.40473046,-122.5009134,Machinery,0.107,35,47.481,15,23.2,8,0,0
OR 224 NB OR 212,Clackamas to Damascus,45.40473046,-122.5009134,Misc manufactured,0.047,8,0.109,0,0,0,0,0
OR 224 NB OR 212,Clackamas to Damascus,45.40473046,-122.5009134,"Motor Vehicles, etc.",0,0,0,0,0,0,0,0
OR 224 NB OR 212,Clackamas to Damascus,45.40473046,-122.5009134,"Wood, Paper, etc.",0.015,28,1.478,3,0,0,3.989,8
OR 224 SB OR 212,Clackamas to Damascus,45.40423894,-122.5017842,Agriculture,0.244,546,47.492,106,0.067,0,9.301,21
OR 224 SB OR 212,Clackamas to Damascus,454.0423894,-1225.017842,All Goods,0.817,1387,152.368,255,32.212,61,49.435,60
OR 224 SB OR 212,Clackamas to Damascus,45.40423894,-122.5017842,Chemical,0.026,46,4.253,8,4.253,8,0,0
OR 224 SB OR 212,Clackamas to Damascus,45.40423894,-122.5017842,"Coal, Oil, Waste, etc.",0.144,270,29.258,55,3.99,8,4.525,9
OR 224 SB OR 212,Clackamas to Damascus,45.40423894,-122.5017842,Electronics,0.076,4,2.957,0,0,0,0,0
OR 224 SB OR 212,Clackamas to Damascus,45.40423894,-122.5017842,Food,0.079,48,12.415,8,0,0,0,0
OR 224 SB OR 212,Clackamas to Damascus,45.40423894,-122.5017842,"Gravel, Sand, etc.",0.004,259,0.645,47,0.52,38,0.256,19
OR 224 SB OR 212,Clackamas to Damascus,45.40423894,-122.5017842,Machinery,0.159,51,46.477,15,23.2,8,35.332,11
OR 224 SB OR 212,Clackamas to Damascus,45.40423894,-122.5017842,Misc manufactured,0,0,0,0,0,0,0,0
OR 224 SB OR 212,Clackamas to Damascus,45.40423894,-122.5017842,"Motor Vehicles, etc.",0,0,0,0,0,0,0,0
OR 224 SB OR 212,Clackamas to Damascus,45.40423894,-122.5017842,"Wood, Paper, etc.",0.087,163,8.869,17,0.182,0,0.02,0
Sunrise Highway EB I-205,Clackamas to Damascus,45.41322476,-122.5547901,Agriculture,0.023,51,0.003,0,0.067,0,0,0
Sunrise Highway EB I-205,Clackamas to Damascus,454.1322476,-1225.547901,All Goods,3.43,2295,1327.081,658,224.391,124,76.406,38
Sunrise Highway EB I-205,Clackamas to Damascus,45.41322476,-122.5547901,Chemical,0.038,66,10.702,19,0,0,0,0
Sunrise Highway EB I-205,Clackamas to Damascus,45.41322476,-122.5547901,"Coal, Oil, Waste, etc.",0.455,856,133.106,250,21.943,41,0,0
Sunrise Highway EB I-205,Clackamas to Damascus,45.41322476,-122.5547901,Electronics,0.353,18,144.487,7,109.422,6,0,0
Sunrise Highway EB I-205,Clackamas to Damascus,45.41322476,-122.5547901,Food,0.646,390,163.416,99,68.619,41,6.208,4
Sunrise Highway EB I-205,Clackamas to Damascus,45.41322476,-122.5547901,"Gravel, Sand, etc.",0.004,289,0.604,44,0.359,26,0.359,26
Sunrise Highway EB I-205,Clackamas to Damascus,45.41322476,-122.5547901,Machinery,0.714,231,239.872,78,23.2,8,11.6,4
Sunrise Highway EB I-205,Clackamas to Damascus,45.41322476,-122.5547901,Misc manufactured,0.71,127,471.862,85,0,0,0,0
Sunrise Highway EB I-205,Clackamas to Damascus,45.41322476,-122.5547901,"Motor Vehicles, etc.",0.358,23,126.913,8,0,0,57.84,4
Sunrise Highway EB I-205,Clackamas to Damascus,45.41322476,-122.5547901,"Wood, Paper, etc.",0.129,243,36.117,68,0.781,1,0.399,1
Sunrise Highway WB I-205,Clackamas to Damascus,45.41417871,-122.5544901,Agriculture,0.248,556,60.319,135,16.742,38,10.045,22
Sunrise Highway WB I-205,Clackamas to Damascus,454.1417871,-1225.544901,All Goods,2.781,2040,823.562,442,171.091,150,18.517,38
Sunrise Highway WB I-205,Clackamas to Damascus,45.41417871,-122.5544901,Chemical,0.043,76,3.674,6,1.207,2,0,0
Sunrise Highway WB I-205,Clackamas to Damascus,45.41417871,-122.5544901,"Coal, Oil, Waste, etc.",0.137,257,30.533,57,7.501,14,3.99,8
Sunrise Highway WB I-205,Clackamas to Damascus,45.41417871,-122.5544901,Electronics,0.185,9,115.801,6,0.759,0,0.493,0
Sunrise Highway WB I-205,Clackamas to Damascus,45.41417871,-122.5544901,Food,0.585,353,142.545,86,9.168,6,0,0
Sunrise Highway WB I-205,Clackamas to Damascus,45.41417871,-122.5544901,"Gravel, Sand, etc.",0.002,178,0.666,49,0.256,19,0,0
Sunrise Highway WB I-205,Clackamas to Damascus,45.41417871,-122.5544901,Machinery,0.484,157,132.693,43,23.2,8,0,0
Sunrise Highway WB I-205,Clackamas to Damascus,45.41417871,-122.5544901,Misc manufactured,0.399,72,90.771,16,85.961,15,0,0
Sunrise Highway WB I-205,Clackamas to Damascus,45.41417871,-122.5544901,"Motor Vehicles, etc.",0.512,33,231.362,15,0,0,0,0
Sunrise Highway WB I-205,Clackamas to Damascus,45.41417871,-122.5544901,"Wood, Paper, etc.",0.185,348,15.198,29,26.296,49,3.989,8
Killingsworth St EB,Columbia Corridor,45.561636,-122.567513,Agriculture,0.202,452,66.427,149,0.067,0,0,0
Killingsworth St EB,Columbia Corridor,455.61636,-1225.67513,All Goods,15.377,11438,3271.186,2042,902.656,885,256.299,204
Killingsworth St EB,Columbia Corridor,45.561636,-122.567513,Chemical,0.801,1413,124.002,219,84.584,149,9.276,16
Killingsworth St EB,Columbia Corridor,45.561636,-122.567513,"Coal, Oil, Waste, etc.",2.208,4150,331.92,624,150.96,284,58.914,111
Killingsworth St EB,Columbia Corridor,45.561636,-122.567513,Electronics,1.925,98,733.966,37,16.058,1,20.886,1
Killingsworth St EB,Columbia Corridor,45.561636,-122.567513,Food,2.533,1530,399.629,241,241.449,146,79.02,48
Killingsworth St EB,Columbia Corridor,45.561636,-122.567513,"Gravel, Sand, etc.",0.016,1201,3.81,279,1.697,124,0,0
Killingsworth St EB,Columbia Corridor,45.561636,-122.567513,Machinery,3.954,1278,582.064,188,290.019,94,30.11,10
Killingsworth St EB,Columbia Corridor,45.561636,-122.567513,Misc manufactured,0.29,52,94.833,17,41.849,8,53.469,10
Killingsworth St EB,Columbia Corridor,45.561636,-122.567513,"Motor Vehicles, etc.",2.875,186,809.461,52,34.874,2,0,0
Killingsworth St EB,Columbia Corridor,45.561636,-122.567513,"Wood, Paper, etc.",0.573,1078,125.075,235,41.1,77,4.623,9
Killingsworth St WB,Columbia Corridor,45.56267,-122.567513,Agriculture,0.563,1260,145.718,326,30.839,69,10.918,24
Killingsworth St WB,Columbia Corridor,455.6267,-1225.67513,All Goods,14.438,8809,3852.007,2202,682.51,605,725.728,242
Killingsworth St WB,Columbia Corridor,45.56267,-122.567513,Chemical,0.449,792,120.269,212,32.547,57,4.982,9
Killingsworth St WB,Columbia Corridor,45.56267,-122.567513,"Coal, Oil, Waste, etc.",0.963,1811,255.858,481,88.253,166,30.862,58
Killingsworth St WB,Columbia Corridor,45.56267,-122.567513,Electronics,2.38,121,908.394,46,74.926,4,316.416,16
Killingsworth St WB,Columbia Corridor,45.56267,-122.567513,Food,4.231,2556,956.075,578,296.426,179,153.136,93
Killingsworth St WB,Columbia Corridor,45.56267,-122.567513,"Gravel, Sand, etc.",0.006,463,2.291,168,0,0,0.108,8
Killingsworth St WB,Columbia Corridor,45.56267,-122.567513,Machinery,1.588,513,363.977,118,88.129,28,4.234,1
Killingsworth St WB,Columbia Corridor,45.56267,-122.567513,Misc manufactured,0.487,87,108.431,19,19.094,3,6.927,1
Killingsworth St WB,Columbia Corridor,45.56267,-122.567513,"Motor Vehicles, etc.",3.24,210,886.491,57,0,0,187.588,12
Killingsworth St WB,Columbia Corridor,45.56267,-122.567513,"Wood, Paper, etc.",0.529,994,104.503,196,52.297,98,10.557,20
Lombard St EB OR 99E,Columbia Corridor,45.576687,-122.65723,Agriculture,0.149,335,43.732,98,3.383,8,0,0
Lombard St EB OR 99E,Columbia Corridor,455.76687,-1226.5723,All Goods,15.421,12044,3373.481,2437,734,741,220.458,251
Lombard St EB OR 99E,Columbia Corridor,45.576687,-122.65723,Chemical,0.824,1453,140.621,248,87.915,155,13.529,24
Lombard St EB OR 99E,Columbia Corridor,45.576687,-122.65723,"Coal, Oil, Waste, etc.",3.084,5797,575.722,1082,137.542,259,102.426,193
Lombard St EB OR 99E,Columbia Corridor,45.576687,-122.65723,Electronics,2.039,103,707.388,36,36.179,2,5.629,0
Lombard St EB OR 99E,Columbia Corridor,45.576687,-122.65723,Food,1.782,1076,414.447,250,112.969,68,12.415,8
Lombard St EB OR 99E,Columbia Corridor,45.576687,-122.65723,"Gravel, Sand, etc.",0.011,811,3.033,222,1.589,116,0,0
Lombard St EB OR 99E,Columbia Corridor,45.576687,-122.65723,Machinery,3.69,1193,429.396,139,228.325,74,29,9
Lombard St EB OR 99E,Columbia Corridor,45.576687,-122.65723,Misc manufactured,0.364,65,136.121,24,42.569,8,53.469,10
Lombard St EB OR 99E,Columbia Corridor,45.576687,-122.65723,"Motor Vehicles, etc.",2.935,190,770.06,50,57.967,4,0,0
Lombard St EB OR 99E,Columbia Corridor,45.576687,-122.65723,"Wood, Paper, etc.",0.543,1020,152.96,288,25.562,48,3.989,8
Lombard St WB OR 99E,Columbia Corridor,45.577721,-122.65723,Agriculture,0.489,1095,129.028,289,24.952,56,8.346,19
Lombard St WB OR 99E,Columbia Corridor,455.77721,-1226.5723,All Goods,13.906,8155,4488.503,2154,507.481,514,882.387,289
Lombard St WB OR 99E,Columbia Corridor,45.577721,-122.65723,Chemical,0.433,764,119.773,211,33.026,58,4.48,8
Lombard St WB OR 99E,Columbia Corridor,45.577721,-122.65723,"Coal, Oil, Waste, etc.",1.064,2000,258.979,487,78.623,148,50.7,95
Lombard St WB OR 99E,Columbia Corridor,45.577721,-122.65723,Electronics,3.045,154,1490.801,76,33.179,2,470.691,24
Lombard St WB OR 99E,Columbia Corridor,45.577721,-122.65723,Food,3.412,2061,822.519,497,191.577,116,134.671,81
Lombard St WB OR 99E,Columbia Corridor,45.577721,-122.65723,"Gravel, Sand, etc.",0.007,529,3.002,220,0.295,22,0.273,20
Lombard St WB OR 99E,Columbia Corridor,45.577721,-122.65723,Machinery,1.302,421,368.107,119,82.355,27,4.234,1
Lombard St WB OR 99E,Columbia Corridor,45.577721,-122.65723,Misc manufactured,0.525,94,134.275,24,19.094,3,6.927,1
Lombard St WB OR 99E,Columbia Corridor,45.577721,-122.65723,"Motor Vehicles, etc.",3.188,207,1075.927,70,0,0,187.588,12
Lombard St WB OR 99E,Columbia Corridor,45.577721,-122.65723,"Wood, Paper, etc.",0.442,831,86.093,162,44.381,83,14.478,27
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,Agriculture,0.012,26,11.775,26,0,0,0,0
NE Columbia Blvd EB,Columbia Corridor,455.6931052,-1226.078339,All Goods,2.063,952,1540.053,723,84.977,27,32.464,20
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,Chemical,0.155,273,154.863,273,0.003,0,0,0
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,"Coal, Oil, Waste, etc.",0.136,256,107.033,201,4.872,9,0,0
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,Electronics,0.04,2,29.264,1,6.161,0,0,0
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,Food,0.208,125,57.899,35,9.154,6,32.464,20
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,"Gravel, Sand, etc.",0,21,0.285,21,0,0,0,0
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,Machinery,0.418,135,191.264,62,29.913,10,0,0
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,Misc manufactured,0.035,6,34.62,6,0,0,0,0
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,"Motor Vehicles, etc.",1.038,67,933.698,61,34.874,2,0,0
NE Columbia Blvd EB,Columbia Corridor,45.56931052,-122.6078339,"Wood, Paper, etc.",0.022,40,19.354,36,0,0,0,0
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,Agriculture,0.001,2,0.501,1,0,0,0,0
NE Columbia Blvd WB,Columbia Corridor,455.7030103,-1226.076965,All Goods,0.097,76,34.577,23,7.979,15,0,0
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,Chemical,0.001,2,0.859,2,0,0,0,0
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,"Coal, Oil, Waste, etc.",0.015,29,2.525,5,3.99,8,0,0
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,Electronics,0.017,1,0,0,0,0,0,0
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,Food,0,0,0.363,0,0,0,0,0
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,"Gravel, Sand, etc.",0,17,0.169,12,0,0,0,0
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,Machinery,0.024,8,0,0,0,0,0,0
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,Misc manufactured,0.009,2,9.018,2,0,0,0,0
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,"Motor Vehicles, etc.",0.021,1,21.12,1,0,0,0,0
NE Columbia Blvd WB,Columbia Corridor,45.57030103,-122.6076965,"Wood, Paper, etc.",0.008,16,0.023,0,3.989,8,0,0
NE Cornfoot Road EB NE 47th Ave,Columbia Corridor,45.57655846,-122.6102787,Agriculture,0.003,7,3.266,7,0,0,0,0
NE Cornfoot Road EB NE 47th Ave,Columbia Corridor,455.7655846,-1226.102787,All Goods,0.327,326,202.097,153,0,0,0,0
NE Cornfoot Road EB NE 47th Ave,Columbia Corridor,45.57655846,-122.6102787,Chemical,0.059,104,36.461,64,0,0,0,0
NE Cornfoot Road EB NE 47th Ave,Columbia Corridor,45.57655846,-122.6102787,"Coal, Oil, Waste, etc.",0.087,163,21.065,40,0,0,0,0
NE Cornfoot Road EB NE 47th Ave,Columbia Corridor,45.57655846,-122.6102787,Electronics,0.049,2,38.656,2,0,0,0,0
NE Cornfoot Road EB NE 47th Ave,Columbia Corridor,45.57655846,-122.6102787,Food,0.028,17,24.173,15,0,0,0,0
NE Cornfoot Road EB NE 47th Ave,Columbia Corridor,45.57655846,-122.6102787,"Gravel, Sand, etc.",0,0,0,0,0,0,0,0
NE Cornfoot Road EB NE 47th Ave,Columbia Corridor,45.57655846,-122.6102787,Machinery,0.073,24,49.506,16,0,0,0,0
NE Cornfoot Road EB NE 47th Ave,Columbia Corridor,45.57655846,-122.6102787,Misc manufactured,0,0,0,0,0,0,0,0
NE Cornfoot Road EB NE 47th Ave,Columbia Corridor,45.57655846,-122.6102787,"Motor Vehicles, etc.",0.025,2,24.927,2,0,0,0,0
NE Cornfoot Road EB NE 47th Ave,Columbia Corridor,45.57655846,-122.6102787,"Wood, Paper, etc.",0.004,8,4.042,8,0,0,0,0
NE Cornfoot Road WB NE 47th Ave,Columbia Corridor,45.5775453,-122.6101169,Agriculture,0,0,0,0,0,0,0,0
NE Cornfoot Road WB NE 47th Ave,Columbia Corridor,455.775453,-1226.101169,All Goods,0.253,153,25.82,17,14.813,1,2.957,0
NE Cornfoot Road WB NE 47th Ave,Columbia Corridor,45.5775453,-122.6101169,Chemical,0,0,0,0,0,0,0,0
NE Cornfoot Road WB NE 47th Ave,Columbia Corridor,45.5775453,-122.6101169,"Coal, Oil, Waste, etc.",0.007,12,0.86,2,0,0,0,0
NE Cornfoot Road WB NE 47th Ave,Columbia Corridor,45.5775453,-122.6101169,Electronics,0.027,1,0,0,14.787,1,2.957,0
NE Cornfoot Road WB NE 47th Ave,Columbia Corridor,45.5775453,-122.6101169,Food,0.209,126,24.83,15,0,0,0,0
NE Cornfoot Road WB NE 47th Ave,Columbia Corridor,45.5775453,-122.6101169,"Gravel, Sand, etc.",0,0,0,0,0,0,0,0
NE Cornfoot Road WB NE 47th Ave,Columbia Corridor,45.5775453,-122.6101169,Machinery,0.005,1,0.13,0,0,0,0,0
NE Cornfoot Road WB NE 47th Ave,Columbia Corridor,45.5775453,-122.6101169,Misc manufactured,0,0,0,0,0,0,0,0
NE Cornfoot Road WB NE 47th Ave,Columbia Corridor,45.5775453,-122.6101169,"Motor Vehicles, etc.",0,0,0,0,0,0,0,0
NE Cornfoot Road WB NE 47th Ave,Columbia Corridor,45.5775453,-122.6101169,"Wood, Paper, etc.",0.006,11,0,0,0.027,0,0,0
NE Lombard St. EB NE 42nd,Columbia Corridor,45.56816239,-122.6100781,Agriculture,0.149,334,43.732,98,3.45,8,0,0
NE Lombard St. EB NE 42nd,Columbia Corridor,455.6816239,-1226.100781,All Goods,14.485,11209,3238.952,2277,747.257,745,216.801,250
NE Lombard St. EB NE 42nd,Columbia Corridor,45.56816239,-122.6100781,Chemical,0.789,1392,122.733,216,87.915,155,13.529,24
NE Lombard St. EB NE 42nd,Columbia Corridor,45.56816239,-122.6100781,"Coal, Oil, Waste, etc.",2.793,5251,528.361,993,135.792,255,102.426,193
NE Lombard St. EB NE 42nd,Columbia Corridor,45.56816239,-122.6100781,Electronics,1.81,92,658.119,33,36.179,2,1.972,0
NE Lombard St. EB NE 42nd,Columbia Corridor,45.56816239,-122.6100781,Food,1.674,1011,388.025,234,129.249,78,12.415,8
NE Lombard St. EB NE 42nd,Columbia Corridor,45.56816239,-122.6100781,"Gravel, Sand, etc.",0.011,788,2.872,210,1.589,116,0,0
NE Lombard St. EB NE 42nd,Columbia Corridor,45.56816239,-122.6100781,Machinery,3.612,1168,429.735,139,227.991,74,29,9
NE Lombard St. EB NE 42nd,Columbia Corridor,45.56816239,-122.6100781,Misc manufactured,0.364,65,136.121,24,42.569,8,53.469,10
NE Lombard St. EB NE 42nd,Columbia Corridor,45.56816239,-122.6100781,"Motor Vehicles, etc.",2.789,181,781.628,51,57.967,4,0,0
NE Lombard St. EB NE 42nd,Columbia Corridor,45.56816239,-122.6100781,"Wood, Paper, etc.",0.494,928,147.625,278,24.556,46,3.989,8
NE Lombard St. WB NE 42nd,Columbia Corridor,45.56914878,-122.6099138,Agriculture,0.488,1094,129.05,289,24.952,56,8.346,19
NE Lombard St. WB NE 42nd,Columbia Corridor,455.6914878,-1226.099138,All Goods,13.656,7835,3924.014,1988,532.156,518,878.937,289
