Freight Flows,Corridor,Lat,Long,Grouping,Daily $M,Daily Tons,AM Peak (7:00-8:59am) $K,AM Peak (7:00-8:59am) Tons,MD 1HR (1:00-1:59pm) $K,MD 1HR (1:00-1:59pm) Tons,PM Peak (4:00-5:59pm) $K,PM Peak (4:00-5:59pm) Tons
I-5 SB Broadway,Portland Central City Loop,45.53973217,-122.6716177,Misc manufactured,20.628,3697,2250.837,403,1304.1,234,2553.334,458
I-5 SB Broadway,Portland Central City Loop,45.53973217,-122.6716177,"Motor Vehicles, etc.",22.764,1476,3800.043,246,1228.327,80,916.963,59
I-5 SB Broadway,Portland Central City Loop,45.53973217,-122.6716177,"Wood, Paper, etc.",5.611,10549,796.711,1498,360.715,678,280.061,527
I-5 SB Marquam Br.,Portland Central City Loop,45.50824071,-122.6696213,Agriculture,1.469,3290,285.328,639,81.888,183,86.209,193
I-5 SB Marquam Br.,Portland Central City Loop,455.0824071,-1226.696213,All Goods,131.382,73289,24508.128,13632,7843.943,4325,8502.234,4579
I-5 SB Marquam Br.,Portland Central City Loop,45.50824071,-122.6696213,Chemical,4.41,7776,950.943,1677,235.94,416,157.665,278
I-5 SB Marquam Br.,Portland Central City Loop,45.50824071,-122.6696213,"Coal, Oil, Waste, etc.",10.28,19325,2152.848,4047,597.92,1124,572.666,1077
I-5 SB Marquam Br.,Portland Central City Loop,45.50824071,-122.6696213,Electronics,22.497,1141,4099.375,208,1737.559,88,1308.79,66
I-5 SB Marquam Br.,Portland Central City Loop,45.50824071,-122.6696213,Food,14.919,9013,2515.084,1519,805.978,487,992.033,599
I-5 SB Marquam Br.,Portland Central City Loop,45.50824071,-122.6696213,"Gravel, Sand, etc.",0.073,5324,11.743,859,4.533,332,3.723,272
I-5 SB Marquam Br.,Portland Central City Loop,45.50824071,-122.6696213,Machinery,18.306,5918,3970.335,1284,970.406,314,776.09,251
I-5 SB Marquam Br.,Portland Central City Loop,45.50824071,-122.6696213,Misc manufactured,25.351,4543,3461.026,620,1492.31,267,3090.099,554
I-5 SB Marquam Br.,Portland Central City Loop,45.50824071,-122.6696213,"Motor Vehicles, etc.",25.952,1683,5783.095,375,1372.603,89,859.123,56
I-5 SB Marquam Br.,Portland Central City Loop,45.50824071,-122.6696213,"Wood, Paper, etc.",8.125,15275,1278.351,2403,544.806,1024,655.836,1233
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,Agriculture,0.531,1190,196.073,439,0,0,16.841,38
Hwy 217 NB US 26,Portland Central City to Beaverton,455.0249,-1227.83494,All Goods,7.164,6850,2570.14,1979,223.589,253,279.759,338
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,Chemical,0.19,335,41.873,74,5.408,10,5.047,9
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,"Coal, Oil, Waste, etc.",0.448,843,65.957,124,40.51,76,21.066,40
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,Electronics,2.231,113,964.829,49,31.052,2,0,0
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,Food,1.209,730,396.484,240,43.453,26,98.824,60
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,"Gravel, Sand, etc.",0.02,1480,6.333,463,0.542,40,0.951,70
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,Machinery,1.062,343,402.748,130,59.88,19,87.016,28
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,Misc manufactured,0.01,2,3.909,1,0,0,0,0
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,"Motor Vehicles, etc.",0.515,33,256.306,17,0,0,0,0
Hwy 217 NB US 26,Portland Central City to Beaverton,45.50249,-122.783494,"Wood, Paper, etc.",0.947,1781,235.629,443,42.744,80,50.015,94
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,Agriculture,0.459,1028,77.05,173,37.087,83,4.24,9
Hwy 217 SB US 26,Portland Central City to Beaverton,455.03633,-1227.85724,All Goods,7.631,6936,1375.486,1456,456.444,507,186.089,195
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,Chemical,0.197,347,43.843,77,18.189,32,5.104,9
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,"Coal, Oil, Waste, etc.",0.92,1730,271.906,511,60.913,115,15.482,29
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,Electronics,2.325,118,296.883,15,124.444,6,17.843,1
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,Food,0.861,520,167.155,101,46.091,28,29.693,18
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,"Gravel, Sand, etc.",0.018,1306,3.847,281,1.12,82,0.219,16
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,Machinery,0.678,219,95.861,31,43.078,14,48.7,16
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,Misc manufactured,0.65,116,166.641,30,0,0,0,0
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,"Motor Vehicles, etc.",0.724,47,130.844,8,48.786,3,13.841,1
Hwy 217 SB US 26,Portland Central City to Beaverton,45.503633,-122.785724,"Wood, Paper, etc.",0.801,1505,121.455,228,76.736,144,50.967,96
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,Agriculture,1.303,2919,355.621,797,25.918,58,16.3,37
US-26 EB OR 8,Portland Central City to Beaverton,455.05137,-1227.61535,All Goods,18.782,14902,4986.465,3859,529.248,782,646.364,390
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,Chemical,0.357,630,97.605,172,35.833,63,7.088,12
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,"Coal, Oil, Waste, etc.",3.66,6880,857.231,1611,264.965,498,115.852,218
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,Electronics,7.678,389,2048.671,104,100.783,5,148.854,8
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,Food,1.147,693,347.61,210,32.102,19,28.674,17
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,"Gravel, Sand, etc.",0.012,848,3.723,272,0.294,21,0.308,22
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,Machinery,1.029,333,224.543,73,9.039,3,11.645,4
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,Misc manufactured,0.684,123,234.074,42,0,0,0,0
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,"Motor Vehicles, etc.",1.866,121,528.27,34,0,0,289.202,19
US-26 EB OR 8,Portland Central City to Beaverton,45.505137,-122.761535,"Wood, Paper, etc.",1.045,1965,289.117,544,60.315,113,28.442,53
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,Agriculture,1.303,2919,355.621,797,25.918,58,16.3,37
US-26 EB Tunnel,Portland Central City to Beaverton,455.06461,-1227.09469,All Goods,19.001,14938,5150.302,3885,535.409,782,675.445,392
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,Chemical,0.368,650,106.109,187,35.833,63,7.088,12
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,"Coal, Oil, Waste, etc.",3.66,6880,857.231,1611,264.965,498,115.852,218
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,Electronics,7.881,400,2201.96,112,106.944,5,177.934,9
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,Food,1.147,693,347.61,210,32.102,19,28.674,17
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,"Gravel, Sand, etc.",0.012,848,3.723,272,0.294,21,0.308,22
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,Machinery,1.031,333,224.543,73,9.039,3,11.645,4
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,Misc manufactured,0.684,123,234.074,42,0,0,0,0
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,"Motor Vehicles, etc.",1.866,121,528.27,34,0,0,289.202,19
US-26 EB Tunnel,Portland Central City to Beaverton,45.506461,-122.709469,"Wood, Paper, etc.",1.048,1970,291.159,547,60.315,113,28.442,53
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,Agriculture,0.11,246,27.732,62,2.002,4,5.159,12
US-26 WB OR 8,Portland Central City to Beaverton,455.06491,-1227.61449,All Goods,16.396,8915,3652.081,2090,445.05,450,1170.049,273
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,Chemical,0.723,1276,222.619,393,31.48,56,8.733,15
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,"Coal, Oil, Waste, etc.",1.398,2627,329.046,619,107.594,202,36.388,68
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,Electronics,7.172,364,1577.371,80,26.296,1,948.474,48
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,Food,1.696,1024,409.298,247,61.383,37,25.032,15
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,"Gravel, Sand, etc.",0.012,868,2.003,147,0.671,49,0.256,19
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,Machinery,3.046,985,627.989,203,129.139,42,115.132,37
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,Misc manufactured,0.707,127,102.382,18,41.849,8,0,0
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,"Motor Vehicles, etc.",0.816,53,189.141,12,17.938,1,0,0
US-26 WB OR 8,Portland Central City to Beaverton,45.506491,-122.761449,"Wood, Paper, etc.",0.716,1345,164.499,309,26.698,50,30.875,58
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,Agriculture,0.11,247,27.732,62,2.017,5,5.159,12
US-26 WB Tunnel,Portland Central City to Beaverton,455.08145,-1227.10455,All Goods,16.679,9145,3696.956,2168,450.708,456,1178.478,285
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,Chemical,0.732,1291,226.882,400,31.48,56,10.864,19
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,"Coal, Oil, Waste, etc.",1.466,2756,357.834,673,108.455,204,40.699,77
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,Electronics,7.297,370,1577.371,80,26.296,1,948.474,48
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,Food,1.724,1041,409.298,247,65.304,39,25.032,15
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,"Gravel, Sand, etc.",0.012,868,2.003,147,0.671,49,0.256,19
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,Machinery,3.07,993,631.803,204,129.139,42,117.039,38
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,Misc manufactured,0.707,127,102.382,18,41.849,8,0,0
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,"Motor Vehicles, etc.",0.816,53,189.141,12,17.938,1,0,0
US-26 WB Tunnel,Portland Central City to Beaverton,45.508145,-122.710455,"Wood, Paper, etc.",0.745,1400,172.51,324,27.559,52,30.955,58
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,Agriculture,2.152,4820,424.795,951,128.742,288,40.257,90
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,456.4360872,-1228.583775,All Goods,5.638,8451,1020.633,1676,254.465,482,185.325,297
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,Chemical,1.088,1919,180.355,318,45.542,80,42.779,75
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,"Coal, Oil, Waste, etc.",0.562,1057,146.856,276,56.398,106,11.969,22
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,Electronics,0.035,2,19.528,1,2.957,0,0,0
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,Food,0.197,119,9.74,6,0,0,73.994,45
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,"Gravel, Sand, etc.",0.001,76,0,0,0,0,0.476,35
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,Machinery,0.689,223,101.822,33,20.773,7,0,0
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,Misc manufactured,0.072,13,0,0,0,0,0,0
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,"Motor Vehicles, etc.",0.748,48,92.324,6,0,0,0,0
NW Cornelius Pass Road NB US30,Portland Central City to Columbia County,45.64360872,-122.8583775,"Wood, Paper, etc.",0.093,175,45.214,85,0.053,0,15.851,30
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,Agriculture,0.167,373,22.267,50,3.348,8,0,0
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,456.4420304,-1228.591817,All Goods,5.756,4748,1189.371,970,294.916,208,180.336,122
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,Chemical,1.043,1840,186.672,329,61.439,108,1.285,2
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,"Coal, Oil, Waste, etc.",0.484,911,105.047,197,5.382,10,31.918,60
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,Electronics,0.419,21,19.541,1,0,0,0,0
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,Food,0.402,243,97.105,59,48.644,29,0,0
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,"Gravel, Sand, etc.",0.005,379,1.654,121,0,0,0,0
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,Machinery,1.904,615,382.699,124,111.606,36,26.293,8
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,Misc manufactured,0.711,127,152.966,27,61.526,11,103.158,18
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,"Motor Vehicles, etc.",0.512,33,195.261,13,0,0,0,0
NW Cornelius Pass Road SB US30,Portland Central City to Columbia County,45.64420304,-122.8591817,"Wood, Paper, etc.",0.11,207,26.16,49,2.97,6,17.682,33
NW Front Ave EB,Portland Central City to Columbia County,45.55243777,-122.7180921,Agriculture,0.02,45,13.926,31,0,0,0,0
NW Front Ave EB,Portland Central City to Columbia County,455.5243777,-1227.180921,All Goods,0.486,806,246.807,414,6.142,12,0,0
NW Front Ave EB,Portland Central City to Columbia County,45.55243777,-122.7180921,Chemical,0.028,50,7.647,13,0,0,0,0
NW Front Ave EB,Portland Central City to Columbia County,45.55243777,-122.7180921,"Coal, Oil, Waste, etc.",0.342,643,173.065,325,6.142,12,0,0
NW Front Ave EB,Portland Central City to Columbia County,45.55243777,-122.7180921,Electronics,0.058,3,28.078,1,0,0,0,0
NW Front Ave EB,Portland Central City to Columbia County,45.55243777,-122.7180921,Food,0.019,12,13.039,8,0,0,0,0
NW Front Ave EB,Portland Central City to Columbia County,45.55243777,-122.7180921,"Gravel, Sand, etc.",0.001,47,0.437,32,0,0,0,0
NW Front Ave EB,Portland Central City to Columbia County,45.55243777,-122.7180921,Machinery,0.006,2,0.093,0,0,0,0,0
NW Front Ave EB,Portland Central City to Columbia County,45.55243777,-122.7180921,Misc manufactured,0.01,2,9.802,2,0,0,0,0
NW Front Ave EB,Portland Central City to Columbia County,45.55243777,-122.7180921,"Motor Vehicles, etc.",0,0,0,0,0,0,0,0
NW Front Ave EB,Portland Central City to Columbia County,45.55243777,-122.7180921,"Wood, Paper, etc.",0.001,3,0.721,1,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.55337198,-122.7177354,Agriculture,0,0,0,0,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,455.5337198,-1227.177354,All Goods,0.049,40,34.948,30,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.55337198,-122.7177354,Chemical,0.001,2,1.043,2,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.55337198,-122.7177354,"Coal, Oil, Waste, etc.",0.013,24,8.787,17,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.55337198,-122.7177354,Electronics,0.001,0,0.597,0,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.55337198,-122.7177354,Food,0,0,0,0,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.55337198,-122.7177354,"Gravel, Sand, etc.",0,0,0,0,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.55337198,-122.7177354,Machinery,0.032,10,22.321,7,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.55337198,-122.7177354,Misc manufactured,0,0,0,0,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.55337198,-122.7177354,"Motor Vehicles, etc.",0,0,0,0,0,0,0,0
NW Front Ave WB,Portland Central City to Columbia County,45.55337198,-122.7177354,"Wood, Paper, etc.",0.002,4,2.2,4,0,0,0,0
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,Agriculture,0.196,439,25.615,57,3.348,8,0,0
OR 30 NB,Portland Central City to Columbia County,456.39895,-1228.31372,All Goods,7.499,5807,1497.279,1104,348.435,239,247.233,195
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,Chemical,1.162,2049,196.342,346,61.439,108,31.994,56
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,"Coal, Oil, Waste, etc.",0.588,1106,104.302,196,5.382,10,37.556,71
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,Electronics,0.549,28,22.498,1,2.957,0,0,0
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,Food,0.576,348,97.725,59,73.96,45,0,0
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,"Gravel, Sand, etc.",0.003,214,0.87,64,0,0,0,0
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,Machinery,2.353,761,519.353,168,132.332,43,58.464,19
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,Misc manufactured,0.77,138,90.472,16,61.526,11,103.158,18
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,"Motor Vehicles, etc.",0.949,62,347.396,23,0,0,0,0
OR 30 NB,Portland Central City to Columbia County,45.639895,-122.831372,"Wood, Paper, etc.",0.353,664,92.704,174,7.491,14,16.06,30
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,Agriculture,0.797,1785,259.866,582,83.838,188,42.825,96
OR 30 NB I-405,Portland Central City to Columbia County,455.36292,-1226.92615,All Goods,22.82,17906,5207.167,4320,1280.628,1258,988.965,496
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,Chemical,0.549,968,97.491,172,55.217,97,17.282,30
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,"Coal, Oil, Waste, etc.",2.232,4195,517.268,972,140.142,263,47.89,90
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,Electronics,5.13,260,1031.107,52,82.696,4,533.495,27
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,Food,3.107,1877,605.779,366,193.522,117,136.638,83
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,"Gravel, Sand, etc.",0.016,1174,4.88,357,1.026,75,0.158,12
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,Machinery,4.754,1537,1097.417,355,299.422,97,140.627,45
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,Misc manufactured,2.043,366,767.916,138,95.769,17,11.013,2
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,"Motor Vehicles, etc.",1.178,76,124.58,8,120.712,8,0,0
OR 30 NB I-405,Portland Central City to Columbia County,45.536292,-122.692615,"Wood, Paper, etc.",3.015,5668,700.863,1318,208.286,392,59.035,111
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,Agriculture,2.281,5108,476.919,1068,133.764,300,40.257,90
OR 30 SB,Portland Central City to Columbia County,456.36414,-1228.32487,All Goods,6.569,9176,1178.778,1999,263.626,486,95.483,204
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,Chemical,1.081,1907,186.31,329,37.035,65,42.779,75
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,"Coal, Oil, Waste, etc.",0.685,1288,206.907,389,56.398,106,11.969,22
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,Electronics,0.288,15,2.707,0,2.957,0,0,0
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,Food,0.219,132,34.57,21,12.072,7,0,0
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,"Gravel, Sand, etc.",0.004,278,1.435,105,0,0,0.205,15
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,Machinery,0.712,230,109.26,35,20.773,7,0,0
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,Misc manufactured,0.121,22,48.545,9,0,0,0,0
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,"Motor Vehicles, etc.",1.112,72,92.324,6,0,0,0,0
OR 30 SB,Portland Central City to Columbia County,45.636414,-122.832487,"Wood, Paper, etc.",0.066,124,19.802,37,0.625,1,0.273,1
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,Agriculture,0.569,1275,160.797,360,22.672,51,12.679,28
OR 30 SB I-405,Portland Central City to Columbia County,455.35255,-1226.93022,All Goods,40.136,33618,10751.037,8376,2100.92,1976,757.83,872
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,Chemical,1.948,3435,887.033,1564,50.963,90,20.453,36
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,"Coal, Oil, Waste, etc.",8.1,15227,1820.892,3423,551.635,1037,254.021,478
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,Electronics,5.542,281,716.743,36,169.561,9,175.899,9
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,Food,3.549,2144,749.022,452,167.77,101,78.758,48
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,"Gravel, Sand, etc.",0.037,2712,7.217,528,2.598,190,1.25,91
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,Machinery,7.782,2516,2210.419,715,347.642,112,95.181,31
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,Misc manufactured,1.739,312,308.789,55,197.254,35,43.523,8
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,"Motor Vehicles, etc.",8.109,526,3344.704,217,418.79,27,0,0
OR 30 SB I-405,Portland Central City to Columbia County,45.535255,-122.693022,"Wood, Paper, etc.",2.761,5190,545.422,1025,172.036,323,76.066,143
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,Agriculture,3.231,7236,731.097,1638,204.877,459,79.983,179
St John Bridge NB,Portland Central City to Columbia County,455.84518,-1227.64773,All Goods,9.274,14556,1853.041,3122,556.707,964,197.251,392
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,Chemical,1.56,2751,272.757,481,95.159,168,58.751,104
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,"Coal, Oil, Waste, etc.",2.083,3916,448.777,844,169.722,319,57.944,109
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,Electronics,0.057,3,8.072,0,4.578,0,0,0
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,Food,0.157,95,29.517,18,0,0,0,0
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,"Gravel, Sand, etc.",0.001,103,0.589,43,0.064,5,0,0
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,Machinery,0.785,254,146.768,47,27.07,9,0.574,0
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,Misc manufactured,0.077,14,5.058,1,0,0,0,0
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,"Motor Vehicles, etc.",1.268,82,190.209,12,54.609,4,0,0
St John Bridge NB,Portland Central City to Columbia County,45.584518,-122.764773,"Wood, Paper, etc.",0.055,103,20.195,38,0.628,1,0,0
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,Agriculture,0.236,528,67.317,151,8.118,18,0,0
St John Bridge SB,Portland Central City to Columbia County,455.85194,-1227.65609,All Goods,19.322,10151,7185.928,3528,844.399,376,220.347,189
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,Chemical,2.84,5007,1022.453,1803,99.404,175,53.26,94
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,"Coal, Oil, Waste, etc.",0.831,1561,299.312,563,25.175,47,25.933,49
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,Electronics,0.712,36,196.027,10,0,0,0,0
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,Food,0.564,341,189.594,115,45.322,27,0,0
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,"Gravel, Sand, etc.",0.002,178,0.614,45,0,0,0,0
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,Machinery,4.116,1330,1332.57,431,174.152,56,27.84,9
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,Misc manufactured,0.804,144,218.257,39,61.526,11,103.158,18
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,"Motor Vehicles, etc.",8.983,582,3792.492,246,423.726,27,0,0
St John Bridge SB,Portland Central City to Columbia County,45.585194,-122.765609,"Wood, Paper, etc.",0.236,443,67.293,127,6.976,13,10.156,19
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,Agriculture,0.457,1024,153.947,345,17.633,39,9.018,20
US 30 EB,Portland Central City to Columbia County,455.5493231,-1227.340832,All Goods,18.055,12795,6715.078,4444,910.022,727,162.588,265
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,Chemical,1.603,2827,826.055,1457,46.735,82,23.921,42
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,"Coal, Oil, Waste, etc.",3.536,6647,959.904,1804,261.046,491,94.525,178
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,Electronics,1.161,59,137.025,7,30.695,2,30.545,2
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,Food,0.325,196,104.154,63,12.557,8,0,0
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,"Gravel, Sand, etc.",0.008,583,2.438,178,0.575,42,0.205,15
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,Machinery,2.145,694,889.868,288,48.223,16,0.111,0
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,Misc manufactured,0.447,80,171.271,31,69.748,12,0,0
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,"Motor Vehicles, etc.",8.294,538,3445.096,223,418.79,27,0,0
US 30 EB,Portland Central City to Columbia County,45.55493231,-122.7340832,"Wood, Paper, etc.",0.079,148,25.319,48,4.019,8,4.262,8
US 30 WB,Portland Central City to Columbia County,45.55576068,-122.733523,Agriculture,0.706,1582,231.343,518,74.461,167,29.96,67
US 30 WB,Portland Central City to Columbia County,455.5576068,-1227.33523,All Goods,4.292,4785,784.499,1200,286.635,377,236.521,154
